player_name,player_url,player_birthday,player_height,player_foot,position,country_from,league_from,club_from,club_from_url,country_to,league_to,club_to,club_to_url,fee,year,player_mv_url,player_stats_url,player_id
Gelson Martins,https://www.transfermarkt.com/gelson-martins/profil/spieler/257448,"May 11, 1995",173,right,Right Winger,Spain,LaLiga,Atlético de Madrid,https://www.transfermarkt.com/atletico-madrid/startseite/verein/13/saison_id/2019,Monaco,Ligue 1,AS Monaco,https://www.transfermarkt.com/as-monaco/startseite/verein/162/saison_id/2019,30000000,2019,https://www.transfermarkt.com/gelson-martins/marktwertverlauf/spieler/257448,https://www.transfermarkt.com/gelson-martins/leistungsdaten/spieler/257448,257448
William Saliba,https://www.transfermarkt.com/william-saliba/profil/spieler/495666,"Mar 24, 2001",192,right,Centre-Back,France,Ligue 1,AS Saint-Étienne,https://www.transfermarkt.com/as-saint-etienne/startseite/verein/618/saison_id/2019,England,Premier League,Arsenal FC,https://www.transfermarkt.com/fc-arsenal/startseite/verein/11/saison_id/2019,30000000,2019,https://www.transfermarkt.com/william-saliba/marktwertverlauf/spieler/495666,https://www.transfermarkt.com/william-saliba/leistungsdaten/spieler/495666,495666
Idrissa Gueye,https://www.transfermarkt.com/idrissa-gueye/profil/spieler/126665,"Sep 26, 1989",174,right,Defensive Midfield,England,Premier League,Everton FC,https://www.transfermarkt.com/fc-everton/startseite/verein/29/saison_id/2019,France,Ligue 1,Paris Saint-Germain,https://www.transfermarkt.com/fc-paris-saint-germain/startseite/verein/583/saison_id/2019,30000000,2019,https://www.transfermarkt.com/idrissa-gueye/marktwertverlauf/spieler/126665,https://www.transfermarkt.com/idrissa-gueye/leistungsdaten/spieler/126665,126665
Ismaïla Sarr,https://www.transfermarkt.com/ismaila-sarr/profil/spieler/410225,"Feb 25, 1998",185,right,Right Winger,France,Ligue 1,Stade Rennais FC,https://www.transfermarkt.com/fc-stade-rennes/startseite/verein/273/saison_id/2019,England,Premier League,Watford FC,https://www.transfermarkt.com/fc-watford/startseite/verein/1010/saison_id/2019,30000000,2019,https://www.transfermarkt.com/ismaila-sarr/marktwertverlauf/spieler/410225,https://www.transfermarkt.com/ismaila-sarr/leistungsdaten/spieler/410225,410225
Matteo Politano,https://www.transfermarkt.com/matteo-politano/profil/spieler/165895,"Aug 3, 1993",171,left,Right Winger,Italy,Serie A,US Sassuolo,https://www.transfermarkt.com/us-sassuolo/startseite/verein/6574/saison_id/2019,Italy,Serie A,Inter Milan,https://www.transfermarkt.com/inter-mailand/startseite/verein/46/saison_id/2019,21100000,2019,https://www.transfermarkt.com/matteo-politano/marktwertverlauf/spieler/165895,https://www.transfermarkt.com/matteo-politano/leistungsdaten/spieler/165895,165895
Ivan Perisic,https://www.transfermarkt.com/ivan-perisic/profil/spieler/42460,"Feb 2, 1989",186,both,Left Midfield,Italy,Serie A,Inter Milan,https://www.transfermarkt.com/inter-mailand/startseite/verein/46/saison_id/2019,Germany,Bundesliga,Bayern Munich,https://www.transfermarkt.com/fc-bayern-munchen/startseite/verein/27/saison_id/2019,5000000,2019,https://www.transfermarkt.com/ivan-perisic/marktwertverlauf/spieler/42460,https://www.transfermarkt.com/ivan-perisic/leistungsdaten/spieler/42460,42460
Emre Can,https://www.transfermarkt.com/emre-can/profil/spieler/119296,"Jan 12, 1994",186,right,Defensive Midfield,Italy,Serie A,Juventus FC,https://www.transfermarkt.com/juventus-turin/startseite/verein/506/saison_id/2019,Germany,Bundesliga,Borussia Dortmund,https://www.transfermarkt.com/borussia-dortmund/startseite/verein/16/saison_id/2019,1000000,2019,https://www.transfermarkt.com/emre-can/marktwertverlauf/spieler/119296,https://www.transfermarkt.com/emre-can/leistungsdaten/spieler/119296,119296
Suso,https://www.transfermarkt.com/suso/profil/spieler/111961,"Nov 19, 1993",177,left,Right Winger,Italy,Serie A,AC Milan,https://www.transfermarkt.com/ac-mailand/startseite/verein/5/saison_id/2019,Spain,LaLiga,Sevilla FC,https://www.transfermarkt.com/fc-sevilla/startseite/verein/368/saison_id/2019,980000,2019,https://www.transfermarkt.com/suso/marktwertverlauf/spieler/111961,https://www.transfermarkt.com/suso/leistungsdaten/spieler/111961,111961
Santi Mina,https://www.transfermarkt.com/santi-mina/profil/spieler/255653,"Dec 7, 1995",181,right,Centre-Forward,Spain,LaLiga,Valencia CF,https://www.transfermarkt.com/fc-valencia/startseite/verein/1049/saison_id/2019,Spain,LaLiga,Celta de Vigo,https://www.transfermarkt.com/celta-vigo/startseite/verein/940/saison_id/2019,free transfer,2019,https://www.transfermarkt.com/santi-mina/marktwertverlauf/spieler/255653,https://www.transfermarkt.com/santi-mina/leistungsdaten/spieler/255653,255653
Dani Ceballos,https://www.transfermarkt.com/dani-ceballos/profil/spieler/319745,"Aug 7, 1996",179,right,Central Midfield,Spain,LaLiga,Real Madrid,https://www.transfermarkt.com/real-madrid/startseite/verein/418/saison_id/2019,England,Premier League,Arsenal FC,https://www.transfermarkt.com/fc-arsenal/startseite/verein/11/saison_id/2019,loan transfer,2019,https://www.transfermarkt.com/dani-ceballos/marktwertverlauf/spieler/319745,https://www.transfermarkt.com/dani-ceballos/leistungsdaten/spieler/319745,319745
Leonardo Spinazzola,https://www.transfermarkt.com/leonardo-spinazzola/profil/spieler/118689,"Mar 25, 1993",186,right,Left-Back,Italy,Serie A,Juventus FC,https://www.transfermarkt.com/juventus-turin/startseite/verein/506/saison_id/2019,Italy,Serie A,AS Roma,https://www.transfermarkt.com/as-rom/startseite/verein/12/saison_id/2019,29500000,2019,https://www.transfermarkt.com/leonardo-spinazzola/marktwertverlauf/spieler/118689,https://www.transfermarkt.com/leonardo-spinazzola/leistungsdaten/spieler/118689,118689
Rafael Leão,https://www.transfermarkt.com/rafael-leao/profil/spieler/357164,"Jun 10, 1999",188,right,Left Winger,France,Ligue 1,LOSC Lille,https://www.transfermarkt.com/losc-lille/startseite/verein/1082/saison_id/2019,Italy,Serie A,AC Milan,https://www.transfermarkt.com/ac-mailand/startseite/verein/5/saison_id/2019,29500000,2019,https://www.transfermarkt.com/rafael-leao/marktwertverlauf/spieler/357164,https://www.transfermarkt.com/rafael-leao/leistungsdaten/spieler/357164,357164
Pablo Fornals,https://www.transfermarkt.com/pablo-fornals/profil/spieler/357885,"Feb 22, 1996",178,right,Attacking Midfield,Spain,LaLiga,Villarreal CF,https://www.transfermarkt.com/fc-villarreal/startseite/verein/1050/saison_id/2019,England,Premier League,West Ham United,https://www.transfermarkt.com/west-ham-united/startseite/verein/379/saison_id/2019,28000000,2019,https://www.transfermarkt.com/pablo-fornals/marktwertverlauf/spieler/357885,https://www.transfermarkt.com/pablo-fornals/leistungsdaten/spieler/357885,357885
Borja Iglesias,https://www.transfermarkt.com/borja-iglesias/profil/spieler/278359,"Jan 17, 1993",187,right,Centre-Forward,Spain,LaLiga,RCD Espanyol Barcelona,https://www.transfermarkt.com/espanyol-barcelona/startseite/verein/714/saison_id/2019,Spain,LaLiga,Real Betis Balompié,https://www.transfermarkt.com/real-betis-sevilla/startseite/verein/150/saison_id/2019,28000000,2019,https://www.transfermarkt.com/borja-iglesias/marktwertverlauf/spieler/278359,https://www.transfermarkt.com/borja-iglesias/leistungsdaten/spieler/278359,278359
André Gomes,https://www.transfermarkt.com/andre-gomes/profil/spieler/221025,"Jul 30, 1993",188,right,Central Midfield,Spain,LaLiga,FC Barcelona,https://www.transfermarkt.com/fc-barcelona/startseite/verein/131/saison_id/2019,England,Premier League,Everton FC,https://www.transfermarkt.com/fc-everton/startseite/verein/29/saison_id/2019,25000000,2019,https://www.transfermarkt.com/andre-gomes/marktwertverlauf/spieler/221025,https://www.transfermarkt.com/andre-gomes/leistungsdaten/spieler/221025,221025
Jean-Philippe Gbamin,https://www.transfermarkt.com/jean-philippe-gbamin/profil/spieler/182894,"Sep 25, 1995",186,right,Defensive Midfield,Germany,Bundesliga,1.FSV Mainz 05,https://www.transfermarkt.com/1-fsv-mainz-05/startseite/verein/39/saison_id/2019,England,Premier League,Everton FC,https://www.transfermarkt.com/fc-everton/startseite/verein/29/saison_id/2019,25000000,2019,https://www.transfermarkt.com/jean-philippe-gbamin/marktwertverlauf/spieler/182894,https://www.transfermarkt.com/jean-philippe-gbamin/leistungsdaten/spieler/182894,182894
Patrick Cutrone,https://www.transfermarkt.com/patrick-cutrone/profil/spieler/265078,"Jan 3, 1998",183,right,Centre-Forward,Italy,Serie A,AC Milan,https://www.transfermarkt.com/ac-mailand/startseite/verein/5/saison_id/2019,England,Premier League,Wolverhampton Wanderers,https://www.transfermarkt.com/wolverhampton-wanderers/startseite/verein/543/saison_id/2019,18000000,2019,https://www.transfermarkt.com/patrick-cutrone/marktwertverlauf/spieler/265078,https://www.transfermarkt.com/patrick-cutrone/leistungsdaten/spieler/265078,265078
Matteo Politano,https://www.transfermarkt.com/matteo-politano/profil/spieler/165895,"Aug 3, 1993",171,left,Right Winger,Italy,Serie A,Inter Milan,https://www.transfermarkt.com/inter-mailand/startseite/verein/46/saison_id/2019,Italy,Serie A,SSC Napoli,https://www.transfermarkt.com/ssc-neapel/startseite/verein/6195/saison_id/2019,2500000,2019,https://www.transfermarkt.com/matteo-politano/marktwertverlauf/spieler/165895,https://www.transfermarkt.com/matteo-politano/leistungsdaten/spieler/165895,165895
Radja Nainggolan,https://www.transfermarkt.com/radja-nainggolan/profil/spieler/41982,"May 4, 1988",176,right,Central Midfield,Italy,Serie A,Inter Milan,https://www.transfermarkt.com/inter-mailand/startseite/verein/46/saison_id/2019,Italy,Serie A,Cagliari Calcio,https://www.transfermarkt.com/cagliari-calcio/startseite/verein/1390/saison_id/2019,loan transfer,2019,https://www.transfermarkt.com/radja-nainggolan/marktwertverlauf/spieler/41982,https://www.transfermarkt.com/radja-nainggolan/leistungsdaten/spieler/41982,41982
Alex Meret,https://www.transfermarkt.com/alex-meret/profil/spieler/240414,"Mar 22, 1997",190,left,Goalkeeper,Italy,Serie A,Udinese Calcio,https://www.transfermarkt.com/udinese-calcio/startseite/verein/410/saison_id/2019,Italy,Serie A,SSC Napoli,https://www.transfermarkt.com/ssc-neapel/startseite/verein/6195/saison_id/2019,26000000,2019,https://www.transfermarkt.com/alex-meret/marktwertverlauf/spieler/240414,https://www.transfermarkt.com/alex-meret/leistungsdaten/spieler/240414,240414
Neto,https://www.transfermarkt.com/neto/profil/spieler/111819,"Jul 19, 1989",190,right,Goalkeeper,Spain,LaLiga,Valencia CF,https://www.transfermarkt.com/fc-valencia/startseite/verein/1049/saison_id/2019,Spain,LaLiga,FC Barcelona,https://www.transfermarkt.com/fc-barcelona/startseite/verein/131/saison_id/2019,26000000,2019,https://www.transfermarkt.com/neto/marktwertverlauf/spieler/111819,https://www.transfermarkt.com/neto/leistungsdaten/spieler/111819,111819
Nico Schulz,https://www.transfermarkt.com/nico-schulz/profil/spieler/85867,"Apr 1, 1993",180,left,Left-Back,Germany,Bundesliga,TSG 1899 Hoffenheim,https://www.transfermarkt.com/tsg-1899-hoffenheim/startseite/verein/533/saison_id/2019,Germany,Bundesliga,Borussia Dortmund,https://www.transfermarkt.com/borussia-dortmund/startseite/verein/16/saison_id/2019,25500000,2019,https://www.transfermarkt.com/nico-schulz/marktwertverlauf/spieler/85867,https://www.transfermarkt.com/nico-schulz/leistungsdaten/spieler/85867,85867
Danny Ings,https://www.transfermarkt.com/danny-ings/profil/spieler/134294,"Jul 23, 1992",178,right,Centre-Forward,England,Premier League,Liverpool FC,https://www.transfermarkt.com/fc-liverpool/startseite/verein/31/saison_id/2019,England,Premier League,Southampton FC,https://www.transfermarkt.com/fc-southampton/startseite/verein/180/saison_id/2019,25100000,2019,https://www.transfermarkt.com/danny-ings/marktwertverlauf/spieler/134294,https://www.transfermarkt.com/danny-ings/leistungsdaten/spieler/134294,134294
Jules Koundé,https://www.transfermarkt.com/jules-kounde/profil/spieler/411975,"Nov 12, 1998",178,right,Centre-Back,France,Ligue 1,FC Girondins Bordeaux,https://www.transfermarkt.com/fc-girondins-bordeaux/startseite/verein/40/saison_id/2019,Spain,LaLiga,Sevilla FC,https://www.transfermarkt.com/fc-sevilla/startseite/verein/368/saison_id/2019,25000000,2019,https://www.transfermarkt.com/jules-kounde/marktwertverlauf/spieler/411975,https://www.transfermarkt.com/jules-kounde/leistungsdaten/spieler/411975,411975
Mario Hermoso,https://www.transfermarkt.com/mario-hermoso/profil/spieler/281769,"Jun 18, 1995",185,left,Centre-Back,Spain,LaLiga,RCD Espanyol Barcelona,https://www.transfermarkt.com/espanyol-barcelona/startseite/verein/714/saison_id/2019,Spain,LaLiga,Atlético de Madrid,https://www.transfermarkt.com/atletico-madrid/startseite/verein/13/saison_id/2019,25000000,2019,https://www.transfermarkt.com/mario-hermoso/marktwertverlauf/spieler/281769,https://www.transfermarkt.com/mario-hermoso/leistungsdaten/spieler/281769,281769
Rony Lopes,https://www.transfermarkt.com/rony-lopes/profil/spieler/174694,"Dec 28, 1995",174,left,Right Winger,Monaco,Ligue 1,AS Monaco,https://www.transfermarkt.com/as-monaco/startseite/verein/162/saison_id/2019,Spain,LaLiga,Sevilla FC,https://www.transfermarkt.com/fc-sevilla/startseite/verein/368/saison_id/2019,25000000,2019,https://www.transfermarkt.com/rony-lopes/marktwertverlauf/spieler/174694,https://www.transfermarkt.com/rony-lopes/leistungsdaten/spieler/174694,174694
Jeff Reine-Adélaïde,https://www.transfermarkt.com/jeff-reine-adelaide/profil/spieler/326300,"Jan 17, 1998",188,right,Attacking Midfield,France,Ligue 1,SCO Angers,https://www.transfermarkt.com/sco-angers/startseite/verein/1420/saison_id/2019,France,Ligue 1,Olympique Lyon,https://www.transfermarkt.com/olympique-lyon/startseite/verein/1041/saison_id/2019,25000000,2019,https://www.transfermarkt.com/jeff-reine-adelaide/marktwertverlauf/spieler/326300,https://www.transfermarkt.com/jeff-reine-adelaide/leistungsdaten/spieler/326300,326300
Lucas Tousart,https://www.transfermarkt.com/lucas-tousart/profil/spieler/353948,"Apr 29, 1997",185,right,Defensive Midfield,France,Ligue 1,Olympique Lyon,https://www.transfermarkt.com/olympique-lyon/startseite/verein/1041/saison_id/2019,Germany,Bundesliga,Hertha BSC,https://www.transfermarkt.com/hertha-bsc/startseite/verein/44/saison_id/2019,25000000,2019,https://www.transfermarkt.com/lucas-tousart/marktwertverlauf/spieler/353948,https://www.transfermarkt.com/lucas-tousart/leistungsdaten/spieler/353948,353948
Joachim Andersen,https://www.transfermarkt.com/joachim-andersen/profil/spieler/260827,"May 31, 1996",192,right,Centre-Back,Italy,Serie A,UC Sampdoria,https://www.transfermarkt.com/sampdoria-genua/startseite/verein/1038/saison_id/2019,France,Ligue 1,Olympique Lyon,https://www.transfermarkt.com/olympique-lyon/startseite/verein/1041/saison_id/2019,24000000,2019,https://www.transfermarkt.com/joachim-andersen/marktwertverlauf/spieler/260827,https://www.transfermarkt.com/joachim-andersen/leistungsdaten/spieler/260827,260827
Bryan Cristante,https://www.transfermarkt.com/bryan-cristante/profil/spieler/199248,"Mar 3, 1995",186,right,Defensive Midfield,Italy,Serie A,Atalanta BC,https://www.transfermarkt.com/atalanta-bergamo/startseite/verein/800/saison_id/2019,Italy,Serie A,AS Roma,https://www.transfermarkt.com/as-rom/startseite/verein/12/saison_id/2019,22000000,2019,https://www.transfermarkt.com/bryan-cristante/marktwertverlauf/spieler/199248,https://www.transfermarkt.com/bryan-cristante/leistungsdaten/spieler/199248,199248
Thiago Mendes,https://www.transfermarkt.com/thiago-mendes/profil/spieler/135617,"Mar 15, 1992",177,right,Defensive Midfield,France,Ligue 1,LOSC Lille,https://www.transfermarkt.com/losc-lille/startseite/verein/1082/saison_id/2019,France,Ligue 1,Olympique Lyon,https://www.transfermarkt.com/olympique-lyon/startseite/verein/1041/saison_id/2019,22000000,2019,https://www.transfermarkt.com/thiago-mendes/marktwertverlauf/spieler/135617,https://www.transfermarkt.com/thiago-mendes/leistungsdaten/spieler/135617,135617
Junior Firpo,https://www.transfermarkt.com/junior-firpo/profil/spieler/374139,"Aug 22, 1996",184,left,Left-Back,Spain,LaLiga,Real Betis Balompié,https://www.transfermarkt.com/real-betis-sevilla/startseite/verein/150/saison_id/2019,Spain,LaLiga,FC Barcelona,https://www.transfermarkt.com/fc-barcelona/startseite/verein/131/saison_id/2019,20000000,2019,https://www.transfermarkt.com/junior-firpo/marktwertverlauf/spieler/374139,https://www.transfermarkt.com/junior-firpo/leistungsdaten/spieler/374139,374139
Allan Saint-Maximin,https://www.transfermarkt.com/allan-saint-maximin/profil/spieler/272642,"Mar 12, 1997",173,right,Left Winger,France,Ligue 1,OGC Nice,https://www.transfermarkt.com/ogc-nizza/startseite/verein/417/saison_id/2019,England,Premier League,Newcastle United,https://www.transfermarkt.com/newcastle-united/startseite/verein/762/saison_id/2019,18000000,2019,https://www.transfermarkt.com/allan-saint-maximin/marktwertverlauf/spieler/272642,https://www.transfermarkt.com/allan-saint-maximin/leistungsdaten/spieler/272642,272642
Henrikh Mkhitaryan,https://www.transfermarkt.com/henrikh-mkhitaryan/profil/spieler/55735,"Jan 21, 1989",177,both,Attacking Midfield,England,Premier League,Arsenal FC,https://www.transfermarkt.com/fc-arsenal/startseite/verein/11/saison_id/2019,Italy,Serie A,AS Roma,https://www.transfermarkt.com/as-rom/startseite/verein/12/saison_id/2019,3100000,2019,https://www.transfermarkt.com/henrikh-mkhitaryan/marktwertverlauf/spieler/55735,https://www.transfermarkt.com/henrikh-mkhitaryan/leistungsdaten/spieler/55735,55735
Ander Herrera,https://www.transfermarkt.com/ander-herrera/profil/spieler/99343,"Aug 14, 1989",182,right,Central Midfield,England,Premier League,Manchester United,https://www.transfermarkt.com/manchester-united/startseite/verein/985/saison_id/2019,France,Ligue 1,Paris Saint-Germain,https://www.transfermarkt.com/fc-paris-saint-germain/startseite/verein/583/saison_id/2019,free transfer,2019,https://www.transfermarkt.com/ander-herrera/marktwertverlauf/spieler/99343,https://www.transfermarkt.com/ander-herrera/leistungsdaten/spieler/99343,99343
Dejan Kulusevski,https://www.transfermarkt.com/dejan-kulusevski/profil/spieler/431755,"Apr 25, 2000",186,left,Right Winger,Italy,Serie A,Juventus FC,https://www.transfermarkt.com/juventus-turin/startseite/verein/506/saison_id/2019,Italy,Serie A,Parma Calcio 1913,https://www.transfermarkt.com/parma-calcio-1913/startseite/verein/130/saison_id/2019,loan transfer,2019,https://www.transfermarkt.com/dejan-kulusevski/marktwertverlauf/spieler/431755,https://www.transfermarkt.com/dejan-kulusevski/leistungsdaten/spieler/431755,431755
Dennis Praet,https://www.transfermarkt.com/dennis-praet/profil/spieler/129588,"May 14, 1994",181,right,Central Midfield,Italy,Serie A,UC Sampdoria,https://www.transfermarkt.com/sampdoria-genua/startseite/verein/1038/saison_id/2019,England,Premier League,Leicester City,https://www.transfermarkt.com/leicester-city/startseite/verein/1003/saison_id/2019,19200000,2019,https://www.transfermarkt.com/dennis-praet/marktwertverlauf/spieler/129588,https://www.transfermarkt.com/dennis-praet/leistungsdaten/spieler/129588,129588
Pau López,https://www.transfermarkt.com/pau-lopez/profil/spieler/286415,"Dec 13, 1994",189,left,Goalkeeper,Spain,LaLiga,Real Betis Balompié,https://www.transfermarkt.com/real-betis-sevilla/startseite/verein/150/saison_id/2019,Italy,Serie A,AS Roma,https://www.transfermarkt.com/as-rom/startseite/verein/12/saison_id/2019,23500000,2019,https://www.transfermarkt.com/pau-lopez/marktwertverlauf/spieler/286415,https://www.transfermarkt.com/pau-lopez/leistungsdaten/spieler/286415,286415
Simone Verdi,https://www.transfermarkt.com/simone-verdi/profil/spieler/130360,"Jul 12, 1992",174,both,Attacking Midfield,Italy,Serie A,SSC Napoli,https://www.transfermarkt.com/ssc-neapel/startseite/verein/6195/saison_id/2019,Italy,Serie A,Torino FC,https://www.transfermarkt.com/fc-turin/startseite/verein/416/saison_id/2019,loan transfer,2019,https://www.transfermarkt.com/simone-verdi/marktwertverlauf/spieler/130360,https://www.transfermarkt.com/simone-verdi/leistungsdaten/spieler/130360,130360
Valentino Lazaro,https://www.transfermarkt.com/valentino-lazaro/profil/spieler/186368,"Mar 24, 1996",180,right,Right-Back,Germany,Bundesliga,Hertha BSC,https://www.transfermarkt.com/hertha-bsc/startseite/verein/44/saison_id/2019,Italy,Serie A,Inter Milan,https://www.transfermarkt.com/inter-mailand/startseite/verein/46/saison_id/2019,22400000,2019,https://www.transfermarkt.com/valentino-lazaro/marktwertverlauf/spieler/186368,https://www.transfermarkt.com/valentino-lazaro/leistungsdaten/spieler/186368,186368
Tyrone Mings,https://www.transfermarkt.com/tyrone-mings/profil/spieler/253677,"Mar 13, 1993",196,left,Centre-Back,England,Premier League,AFC Bournemouth,https://www.transfermarkt.com/afc-bournemouth/startseite/verein/989/saison_id/2019,England,Premier League,Aston Villa,https://www.transfermarkt.com/aston-villa/startseite/verein/405/saison_id/2019,22300000,2019,https://www.transfermarkt.com/tyrone-mings/marktwertverlauf/spieler/253677,https://www.transfermarkt.com/tyrone-mings/leistungsdaten/spieler/253677,253677
Luca Pellegrini,https://www.transfermarkt.com/luca-pellegrini/profil/spieler/346567,"Mar 7, 1999",178,left,Left-Back,Italy,Serie A,AS Roma,https://www.transfermarkt.com/as-rom/startseite/verein/12/saison_id/2019,Italy,Serie A,Juventus FC,https://www.transfermarkt.com/juventus-turin/startseite/verein/506/saison_id/2019,22000000,2019,https://www.transfermarkt.com/luca-pellegrini/marktwertverlauf/spieler/346567,https://www.transfermarkt.com/luca-pellegrini/leistungsdaten/spieler/346567,346567
Gianluca Mancini,https://www.transfermarkt.com/gianluca-mancini/profil/spieler/256448,"Apr 17, 1996",190,right,Centre-Back,Italy,Serie A,Atalanta BC,https://www.transfermarkt.com/atalanta-bergamo/startseite/verein/800/saison_id/2019,Italy,Serie A,AS Roma,https://www.transfermarkt.com/as-rom/startseite/verein/12/saison_id/2019,2000000,2019,https://www.transfermarkt.com/gianluca-mancini/marktwertverlauf/spieler/256448,https://www.transfermarkt.com/gianluca-mancini/leistungsdaten/spieler/256448,256448
Christian Kouamé,https://www.transfermarkt.com/christian-kouame/profil/spieler/337725,"Dec 6, 1997",185,right,Centre-Forward,Italy,Serie A,Genoa CFC,https://www.transfermarkt.com/genua-cfc/startseite/verein/252/saison_id/2019,Italy,Serie A,ACF Fiorentina,https://www.transfermarkt.com/ac-florenz/startseite/verein/430/saison_id/2019,1000000,2019,https://www.transfermarkt.com/christian-kouame/marktwertverlauf/spieler/337725,https://www.transfermarkt.com/christian-kouame/leistungsdaten/spieler/337725,337725
André Silva,https://www.transfermarkt.com/andre-silva/profil/spieler/198008,"Nov 6, 1995",185,right,Centre-Forward,Italy,Serie A,AC Milan,https://www.transfermarkt.com/ac-mailand/startseite/verein/5/saison_id/2019,Germany,Bundesliga,Eintracht Frankfurt,https://www.transfermarkt.com/eintracht-frankfurt/startseite/verein/24/saison_id/2019,loan transfer,2019,https://www.transfermarkt.com/andre-silva/marktwertverlauf/spieler/198008,https://www.transfermarkt.com/andre-silva/leistungsdaten/spieler/198008,198008
Alfonso Pedraza,https://www.transfermarkt.com/alfonso-pedraza/profil/spieler/356197,"Apr 9, 1996",184,left,Left-Back,Spain,LaLiga,Villarreal CF,https://www.transfermarkt.com/fc-villarreal/startseite/verein/1050/saison_id/2019,Spain,LaLiga,Real Betis Balompié,https://www.transfermarkt.com/real-betis-sevilla/startseite/verein/150/saison_id/2019,loan transfer,2019,https://www.transfermarkt.com/alfonso-pedraza/marktwertverlauf/spieler/356197,https://www.transfermarkt.com/alfonso-pedraza/leistungsdaten/spieler/356197,356197
Theo Hernández,https://www.transfermarkt.com/theo-hernandez/profil/spieler/339808,"Oct 6, 1997",184,left,Left-Back,Spain,LaLiga,Real Madrid,https://www.transfermarkt.com/real-madrid/startseite/verein/418/saison_id/2019,Italy,Serie A,AC Milan,https://www.transfermarkt.com/ac-mailand/startseite/verein/5/saison_id/2019,21500000,2019,https://www.transfermarkt.com/theo-hernandez/marktwertverlauf/spieler/339808,https://www.transfermarkt.com/theo-hernandez/leistungsdaten/spieler/339808,339808
Amadou Diawara,https://www.transfermarkt.com/amadou-diawara/profil/spieler/355501,"Jul 17, 1997",183,right,Defensive Midfield,Italy,Serie A,SSC Napoli,https://www.transfermarkt.com/ssc-neapel/startseite/verein/6195/saison_id/2019,Italy,Serie A,AS Roma,https://www.transfermarkt.com/as-rom/startseite/verein/12/saison_id/2019,21000000,2019,https://www.transfermarkt.com/amadou-diawara/marktwertverlauf/spieler/355501,https://www.transfermarkt.com/amadou-diawara/leistungsdaten/spieler/355501,355501
Stanislav Lobotka,https://www.transfermarkt.com/stanislav-lobotka/profil/spieler/192735,"Nov 25, 1994",170,both,Defensive Midfield,Spain,LaLiga,Celta de Vigo,https://www.transfermarkt.com/celta-vigo/startseite/verein/940/saison_id/2019,Italy,Serie A,SSC Napoli,https://www.transfermarkt.com/ssc-neapel/startseite/verein/6195/saison_id/2019,21000000,2019,https://www.transfermarkt.com/stanislav-lobotka/marktwertverlauf/spieler/192735,https://www.transfermarkt.com/stanislav-lobotka/leistungsdaten/spieler/192735,192735
Dodi Lukébakio,https://www.transfermarkt.com/dodi-lukebakio/profil/spieler/303259,"Sep 24, 1997",187,left,Right Winger,England,Premier League,Watford FC,https://www.transfermarkt.com/fc-watford/startseite/verein/1010/saison_id/2019,Germany,Bundesliga,Hertha BSC,https://www.transfermarkt.com/hertha-bsc/startseite/verein/44/saison_id/2019,20000000,2019,https://www.transfermarkt.com/dodi-lukebakio/marktwertverlauf/spieler/303259,https://www.transfermarkt.com/dodi-lukebakio/leistungsdaten/spieler/303259,303259
Youssef En-Nesyri,https://www.transfermarkt.com/youssef-en-nesyri/profil/spieler/433049,"Jun 1, 1997",189,left,Centre-Forward,Spain,LaLiga,CD Leganés,https://www.transfermarkt.com/cd-leganes/startseite/verein/1244/saison_id/2019,Spain,LaLiga,Sevilla FC,https://www.transfermarkt.com/fc-sevilla/startseite/verein/368/saison_id/2019,20000000,2019,https://www.transfermarkt.com/youssef-en-nesyri/marktwertverlauf/spieler/433049,https://www.transfermarkt.com/youssef-en-nesyri/leistungsdaten/spieler/433049,433049
Emil Audero,https://www.transfermarkt.com/emil-audero/profil/spieler/256339,"Jan 18, 1997",192,right,Goalkeeper,Italy,Serie A,Juventus FC,https://www.transfermarkt.com/juventus-turin/startseite/verein/506/saison_id/2019,Italy,Serie A,UC Sampdoria,https://www.transfermarkt.com/sampdoria-genua/startseite/verein/1038/saison_id/2019,20000000,2019,https://www.transfermarkt.com/emil-audero/marktwertverlauf/spieler/256339,https://www.transfermarkt.com/emil-audero/leistungsdaten/spieler/256339,256339
Renato Sanches,https://www.transfermarkt.com/renato-sanches/profil/spieler/258027,"Aug 18, 1997",176,right,Central Midfield,Germany,Bundesliga,Bayern Munich,https://www.transfermarkt.com/fc-bayern-munchen/startseite/verein/27/saison_id/2019,France,Ligue 1,LOSC Lille,https://www.transfermarkt.com/losc-lille/startseite/verein/1082/saison_id/2019,20000000,2019,https://www.transfermarkt.com/renato-sanches/marktwertverlauf/spieler/258027,https://www.transfermarkt.com/renato-sanches/leistungsdaten/spieler/258027,258027
Ademola Lookman,https://www.transfermarkt.com/ademola-lookman/profil/spieler/406040,"Oct 20, 1997",174,right,Left Winger,England,Premier League,Everton FC,https://www.transfermarkt.com/fc-everton/startseite/verein/29/saison_id/2019,Germany,Bundesliga,RB Leipzig,https://www.transfermarkt.com/rasenballsport-leipzig/startseite/verein/23826/saison_id/2019,18000000,2019,https://www.transfermarkt.com/ademola-lookman/marktwertverlauf/spieler/406040,https://www.transfermarkt.com/ademola-lookman/leistungsdaten/spieler/406040,406040
